#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
JAG1	JAG2	9606.ENSP00000254958	9606.ENSP00000328169	0	0	0.062	0.950	0.084	0.130	0.900	0.448	0.951
JAG1	NOTCH4	9606.ENSP00000254958	9606.ENSP00000364163	0	0	0	0.678	0.047	0.087	0.900	0.990	0.999
JAG1	NOTCH2	9606.ENSP00000254958	9606.ENSP00000256646	0	0	0	0.703	0.092	0.644	0.900	0.990	0.999
JAG1	NOTCH3	9606.ENSP00000254958	9606.ENSP00000263388	0	0	0	0.696	0.105	0.525	0.900	0.987	0.999
JAG1	NOTCH1	9606.ENSP00000254958	9606.ENSP00000498587	0	0	0	0.710	0.097	0.870	0.900	0.987	0.999
JAG2	CCND1	9606.ENSP00000328169	9606.ENSP00000227507	0	0	0	0	0.080	0	0	0.431	0.454
JAG2	HES1	9606.ENSP00000328169	9606.ENSP00000232424	0	0	0	0	0.054	0.072	0	0.579	0.598
JAG2	DLL4	9606.ENSP00000328169	9606.ENSP00000249749	0	0	0	0.852	0.083	0	0.400	0.322	0.594
JAG2	JAG1	9606.ENSP00000328169	9606.ENSP00000254958	0	0	0.062	0.950	0.084	0.130	0.900	0.448	0.951
JAG2	NOTCH2	9606.ENSP00000328169	9606.ENSP00000256646	0	0	0	0.698	0.062	0.360	0.900	0.990	0.999
JAG2	NOTCH3	9606.ENSP00000328169	9606.ENSP00000263388	0	0	0	0.689	0.146	0.368	0.900	0.987	0.999
JAG2	LEF1	9606.ENSP00000328169	9606.ENSP00000265165	0	0	0	0	0.052	0.051	0	0.505	0.516
JAG2	EGF	9606.ENSP00000328169	9606.ENSP00000265171	0	0	0	0	0.055	0	0	0.770	0.774
JAG2	TP53	9606.ENSP00000328169	9606.ENSP00000269305	0	0	0	0	0	0.045	0	0.418	0.420
JAG2	EGFR	9606.ENSP00000328169	9606.ENSP00000275493	0	0	0	0	0.074	0.097	0	0.625	0.659
JAG2	WNT11	9606.ENSP00000328169	9606.ENSP00000325526	0	0	0	0	0.072	0.094	0	0.414	0.464
JAG2	NCOA3	9606.ENSP00000328169	9606.ENSP00000361066	0	0	0	0	0	0.054	0	0.436	0.443
JAG2	AKT1	9606.ENSP00000328169	9606.ENSP00000451828	0	0	0	0	0.087	0.098	0	0.432	0.491
JAG2	CTNNB1	9606.ENSP00000328169	9606.ENSP00000495360	0	0	0	0	0.056	0.098	0	0.469	0.508
JAG2	DLL1	9606.ENSP00000328169	9606.ENSP00000355718	0	0	0	0.839	0.075	0	0.400	0.189	0.510
JAG2	MYC	9606.ENSP00000328169	9606.ENSP00000478887	0	0	0	0	0.056	0.067	0	0.507	0.528
JAG2	HEYL	9606.ENSP00000328169	9606.ENSP00000361943	0	0	0	0	0.067	0.071	0	0.598	0.621
JAG2	HES5	9606.ENSP00000328169	9606.ENSP00000367714	0	0	0	0	0.058	0	0	0.647	0.654
JAG2	HEY2	9606.ENSP00000328169	9606.ENSP00000357348	0	0	0	0	0.058	0.071	0	0.674	0.689
JAG2	HEY1	9606.ENSP00000328169	9606.ENSP00000338272	0	0	0	0	0.067	0.071	0	0.731	0.747
JAG2	NOTCH1	9606.ENSP00000328169	9606.ENSP00000498587	0	0	0	0.697	0.093	0.565	0.900	0.987	0.999
JAG2	NOTCH4	9606.ENSP00000328169	9606.ENSP00000364163	0	0	0	0.659	0.056	0.087	0.900	0.990	0.999
JUN	DVL2	9606.ENSP00000360266	9606.ENSP00000005340	0	0	0	0	0	0.113	0	0.370	0.417
JUN	FGF4	9606.ENSP00000360266	9606.ENSP00000168712	0	0	0	0	0	0	0	0.505	0.505
JUN	FGF20	9606.ENSP00000360266	9606.ENSP00000180166	0	0	0	0	0	0	0	0.485	0.485
JUN	FGF22	9606.ENSP00000360266	9606.ENSP00000215530	0	0	0	0	0	0	0	0.486	0.486
JUN	GADD45B	9606.ENSP00000360266	9606.ENSP00000215631	0	0	0	0	0.453	0	0	0.478	0.702
JUN	MAPK1	9606.ENSP00000360266	9606.ENSP00000215832	0	0	0	0	0	0.771	0.900	0.958	0.998
JUN	SOS2	9606.ENSP00000360266	9606.ENSP00000216373	0	0	0	0	0	0	0	0.609	0.609
JUN	PIK3R2	9606.ENSP00000360266	9606.ENSP00000222254	0	0	0	0	0	0	0	0.424	0.424
JUN	RPS6KB1	9606.ENSP00000360266	9606.ENSP00000225577	0	0	0	0	0	0	0.900	0.607	0.959
JUN	CCND1	9606.ENSP00000360266	9606.ENSP00000227507	0	0	0	0	0.042	0.292	0.500	0.790	0.919
JUN	FGF6	9606.ENSP00000360266	9606.ENSP00000228837	0	0	0	0	0	0	0	0.481	0.481
JUN	GADD45G	9606.ENSP00000360266	9606.ENSP00000252506	0	0	0	0	0.168	0	0	0.352	0.437
JUN	JAG1	9606.ENSP00000360266	9606.ENSP00000254958	0	0	0	0	0.069	0.093	0	0.386	0.437
JUN	KRAS	9606.ENSP00000360266	9606.ENSP00000256078	0	0	0	0	0.067	0.097	0	0.589	0.624
JUN	APC	9606.ENSP00000360266	9606.ENSP00000257430	0	0	0	0	0	0.088	0	0.370	0.400
JUN	CDK4	9606.ENSP00000360266	9606.ENSP00000257904	0	0	0	0	0	0.188	0	0.716	0.759
JUN	LRP6	9606.ENSP00000360266	9606.ENSP00000261349	0	0	0	0	0	0	0	0.408	0.408
JUN	AXIN1	9606.ENSP00000360266	9606.ENSP00000262320	0	0	0	0	0	0	0	0.559	0.559
JUN	E2F3	9606.ENSP00000360266	9606.ENSP00000262904	0	0	0	0	0	0	0	0.417	0.417
JUN	MAP2K2	9606.ENSP00000360266	9606.ENSP00000262948	0	0	0	0	0.049	0	0	0.587	0.590
JUN	MAPK3	9606.ENSP00000360266	9606.ENSP00000263025	0	0	0	0	0	0.323	0.900	0.824	0.987
JUN	NOTCH3	9606.ENSP00000360266	9606.ENSP00000263388	0	0	0	0	0.062	0.093	0	0.484	0.523
JUN	PIK3CA	9606.ENSP00000360266	9606.ENSP00000263967	0	0	0	0	0	0	0	0.646	0.646
JUN	FGF2	9606.ENSP00000360266	9606.ENSP00000264498	0	0	0	0	0	0	0	0.589	0.589
JUN	WNT5A	9606.ENSP00000360266	9606.ENSP00000264634	0	0	0	0	0	0	0	0.677	0.677
JUN	FGF10	9606.ENSP00000360266	9606.ENSP00000264664	0	0	0	0	0	0	0	0.486	0.486
JUN	LEF1	9606.ENSP00000360266	9606.ENSP00000265165	0	0	0	0	0	0	0	0.681	0.681
JUN	EGF	9606.ENSP00000360266	9606.ENSP00000265171	0	0	0	0	0	0	0	0.890	0.890
JUN	CDK6	9606.ENSP00000360266	9606.ENSP00000265734	0	0	0	0	0.042	0.188	0	0.748	0.787
JUN	RB1	9606.ENSP00000360266	9606.ENSP00000267163	0	0	0	0	0	0.510	0	0.394	0.690
JUN	FGF7	9606.ENSP00000360266	9606.ENSP00000267843	0	0	0	0	0.044	0	0	0.509	0.510
JUN	TP53	9606.ENSP00000360266	9606.ENSP00000269305	0	0	0	0	0	0.324	0.500	0.992	0.997
JUN	ERBB2	9606.ENSP00000360266	9606.ENSP00000269571	0	0	0	0	0	0.071	0	0.751	0.759
JUN	FGF18	9606.ENSP00000360266	9606.ENSP00000274625	0	0	0	0	0	0	0	0.505	0.505
JUN	EGFR	9606.ENSP00000360266	9606.ENSP00000275493	0	0	0	0	0.059	0.250	0	0.832	0.871
JUN	WNT3A	9606.ENSP00000360266	9606.ENSP00000284523	0	0	0	0	0	0	0	0.484	0.484
JUN	FZD7	9606.ENSP00000360266	9606.ENSP00000286201	0	0	0	0	0	0.083	0	0.571	0.590
JUN	KIT	9606.ENSP00000360266	9606.ENSP00000288135	0	0	0	0	0	0.053	0	0.446	0.452
JUN	BAX	9606.ENSP00000360266	9606.ENSP00000293288	0	0	0	0	0	0	0	0.560	0.560
JUN	WNT1	9606.ENSP00000360266	9606.ENSP00000293549	0	0	0	0	0	0	0	0.434	0.434
JUN	LRP5	9606.ENSP00000360266	9606.ENSP00000294304	0	0	0	0	0.058	0.131	0	0.463	0.522
JUN	MAP2K1	9606.ENSP00000360266	9606.ENSP00000302486	0	0	0	0	0.049	0	0	0.807	0.808
JUN	AXIN2	9606.ENSP00000360266	9606.ENSP00000302625	0	0	0	0	0	0	0	0.503	0.503
JUN	FOS	9606.ENSP00000360266	9606.ENSP00000306245	0	0	0	0	0.690	0.999	0.900	0.999	0.999
JUN	RPS6KB2	9606.ENSP00000360266	9606.ENSP00000308413	0	0	0	0	0	0.131	0.900	0.431	0.946
JUN	FGF5	9606.ENSP00000360266	9606.ENSP00000311697	0	0	0	0	0	0	0	0.505	0.505
JUN	FGF8	9606.ENSP00000360266	9606.ENSP00000321797	0	0	0	0	0	0	0	0.479	0.479
JUN	GSK3B	9606.ENSP00000360266	9606.ENSP00000324806	0	0	0	0	0.059	0.697	0	0.704	0.908
JUN	PGR	9606.ENSP00000360266	9606.ENSP00000325120	0	0	0	0	0	0.057	0	0.658	0.664
JUN	WNT11	9606.ENSP00000360266	9606.ENSP00000325526	0	0	0	0	0	0	0	0.410	0.410
JUN	SP1	9606.ENSP00000360266	9606.ENSP00000329357	0	0	0	0	0.102	0.794	0.900	0.826	0.996
JUN	FGF3	9606.ENSP00000360266	9606.ENSP00000334122	0	0	0	0	0	0	0	0.480	0.480
JUN	ESR2	9606.ENSP00000360266	9606.ENSP00000343925	0	0	0	0	0	0.057	0.900	0.686	0.967
JUN	E2F1	9606.ENSP00000360266	9606.ENSP00000345571	0	0	0	0	0	0	0	0.743	0.743
JUN	FGF17	9606.ENSP00000360266	9606.ENSP00000352414	0	0	0	0	0	0	0	0.480	0.480
JUN	MTOR	9606.ENSP00000360266	9606.ENSP00000354558	0	0	0	0	0	0.098	0	0.697	0.715
JUN	NRAS	9606.ENSP00000360266	9606.ENSP00000358548	0	0	0	0	0.067	0.097	0	0.466	0.510
JUN	NFKB2	9606.ENSP00000360266	9606.ENSP00000358983	0	0	0	0	0.087	0	0	0.500	0.525
JUN	GADD45A	9606.ENSP00000360266	9606.ENSP00000360025	0	0	0	0	0.219	0	0	0.541	0.626
JUN	FGFR1	9606.ENSP00000360266	9606.ENSP00000393312	0	0	0	0	0	0.067	0	0.398	0.414
JUN	SOS1	9606.ENSP00000360266	9606.ENSP00000384675	0	0	0	0	0	0	0	0.447	0.447
JUN	FGF16	9606.ENSP00000360266	9606.ENSP00000399324	0	0	0	0	0	0	0	0.485	0.485
JUN	PIK3CB	9606.ENSP00000360266	9606.ENSP00000501150	0	0	0	0	0	0	0	0.508	0.508
JUN	FGF9	9606.ENSP00000360266	9606.ENSP00000371790	0	0	0	0	0	0	0	0.510	0.510
JUN	SHC1	9606.ENSP00000360266	9606.ENSP00000401303	0	0	0	0	0	0	0	0.540	0.540
JUN	NOTCH4	9606.ENSP00000360266	9606.ENSP00000364163	0	0	0	0	0.063	0.093	0	0.503	0.541
JUN	IGF1R	9606.ENSP00000360266	9606.ENSP00000497069	0	0	0	0	0	0.085	0	0.554	0.574
JUN	BRAF	9606.ENSP00000360266	9606.ENSP00000419060	0	0	0	0	0	0.085	0	0.556	0.576
JUN	GRB2	9606.ENSP00000360266	9606.ENSP00000376345	0	0	0	0	0	0	0	0.586	0.586
JUN	RAF1	9606.ENSP00000360266	9606.ENSP00000401888	0	0	0	0	0	0.085	0	0.583	0.602
JUN	NOTCH1	9606.ENSP00000360266	9606.ENSP00000498587	0	0	0	0	0.078	0.093	0	0.563	0.603
JUN	PIK3R1	9606.ENSP00000360266	9606.ENSP00000428056	0	0	0	0	0.049	0.127	0	0.574	0.615
JUN	IGF1	9606.ENSP00000360266	9606.ENSP00000376637	0	0	0	0	0.049	0	0	0.633	0.636
JUN	TCF7L2	9606.ENSP00000360266	9606.ENSP00000486891	0	0	0	0	0.044	0	0	0.692	0.693
JUN	TNFSF11	9606.ENSP00000360266	9606.ENSP00000381775	0	0	0	0	0	0	0	0.738	0.738
JUN	DVL1	9606.ENSP00000360266	9606.ENSP00000368166	0	0	0	0	0.064	0.113	0	0.710	0.738
JUN	PTEN	9606.ENSP00000360266	9606.ENSP00000361021	0	0	0	0	0	0.077	0	0.766	0.775
JUN	HRAS	9606.ENSP00000360266	9606.ENSP00000407586	0	0	0	0	0.067	0.181	0	0.733	0.778
JUN	BRCA1	9606.ENSP00000360266	9606.ENSP00000418960	0	0	0	0	0	0.589	0	0.520	0.794
JUN	CDKN1A	9606.ENSP00000360266	9606.ENSP00000384849	0	0	0	0	0.122	0.510	0	0.639	0.831
JUN	CTNNB1	9606.ENSP00000360266	9606.ENSP00000495360	0	0	0	0	0.045	0.095	0	0.891	0.898
JUN	NCOA3	9606.ENSP00000360266	9606.ENSP00000361066	0	0	0	0	0	0	0.900	0.409	0.938
JUN	AKT3	9606.ENSP00000360266	9606.ENSP00000500582	0	0	0	0	0	0.085	0.900	0.407	0.941
JUN	NCOA1	9606.ENSP00000360266	9606.ENSP00000385216	0	0	0	0	0	0.625	0.800	0.574	0.965
JUN	AKT2	9606.ENSP00000360266	9606.ENSP00000375892	0	0	0	0	0	0.085	0.900	0.677	0.967
JUN	MYC	9606.ENSP00000360266	9606.ENSP00000478887	0	0	0	0	0.079	0.626	0	0.922	0.970
JUN	AKT1	9606.ENSP00000360266	9606.ENSP00000451828	0	0	0	0	0.049	0.085	0.900	0.915	0.991
JUN	ESR1	9606.ENSP00000360266	9606.ENSP00000405330	0	0	0	0	0	0.631	0.900	0.995	0.999
KIT	FGF4	9606.ENSP00000288135	9606.ENSP00000168712	0	0	0	0	0	0.168	0.650	0.554	0.858
KIT	FGF20	9606.ENSP00000288135	9606.ENSP00000180166	0	0	0	0	0.051	0.168	0.650	0.521	0.850
KIT	FGF22	9606.ENSP00000288135	9606.ENSP00000215530	0	0	0	0	0	0.168	0.650	0.521	0.848
KIT	PIK3R2	9606.ENSP00000288135	9606.ENSP00000222254	0	0	0	0	0	0.605	0.900	0.256	0.968
KIT	RPS6KB1	9606.ENSP00000288135	9606.ENSP00000225577	0	0	0	0.559	0.067	0.218	0	0.485	0.591
KIT	CCND1	9606.ENSP00000288135	9606.ENSP00000227507	0	0	0	0	0.069	0	0	0.742	0.749
KIT	FGF6	9606.ENSP00000288135	9606.ENSP00000228837	0	0	0	0	0	0.168	0.650	0.521	0.848
KIT	FGF23	9606.ENSP00000288135	9606.ENSP00000237837	0	0	0	0	0	0.168	0.650	0.193	0.744
KIT	DLL4	9606.ENSP00000288135	9606.ENSP00000249749	0	0	0	0	0.067	0	0	0.400	0.416
KIT	JAG1	9606.ENSP00000288135	9606.ENSP00000254958	0	0	0	0	0.058	0	0	0.451	0.461
KIT	KRAS	9606.ENSP00000288135	9606.ENSP00000256078	0	0	0	0	0.055	0.071	0.900	0.767	0.976
KIT	NOTCH2	9606.ENSP00000288135	9606.ENSP00000256646	0	0	0	0	0.099	0	0	0.435	0.469
KIT	PIK3R3	9606.ENSP00000288135	9606.ENSP00000262741	0	0	0	0	0.054	0.228	0.900	0.183	0.932
KIT	MAPK3	9606.ENSP00000288135	9606.ENSP00000263025	0	0	0	0.585	0.103	0	0	0.483	0.516
KIT	PIK3CA	9606.ENSP00000288135	9606.ENSP00000263967	0	0	0	0	0.106	0.325	0.900	0.809	0.986
KIT	FGF2	9606.ENSP00000288135	9606.ENSP00000264498	0	0	0	0	0.042	0.168	0.650	0.637	0.885
KIT	SHC2	9606.ENSP00000288135	9606.ENSP00000264554	0	0	0	0	0.073	0.208	0.900	0.214	0.934
KIT	FGF10	9606.ENSP00000288135	9606.ENSP00000264664	0	0	0	0	0.062	0.168	0.650	0.542	0.858
KIT	LEF1	9606.ENSP00000288135	9606.ENSP00000265165	0	0	0	0	0.063	0.053	0	0.380	0.402
KIT	EGF	9606.ENSP00000288135	9606.ENSP00000265171	0	0	0	0	0.044	0	0.900	0.741	0.973
KIT	FGF7	9606.ENSP00000288135	9606.ENSP00000267843	0	0	0	0	0.056	0.168	0.650	0.715	0.911
KIT	TP53	9606.ENSP00000288135	9606.ENSP00000269305	0	0	0	0	0.046	0.239	0	0.767	0.816
KIT	FGF18	9606.ENSP00000288135	9606.ENSP00000274625	0	0	0	0	0	0.168	0.650	0.521	0.848
KIT	EGFR	9606.ENSP00000288135	9606.ENSP00000275493	0	0	0	0.572	0	0.101	0	0.389	0.428
KIT	AKT2	9606.ENSP00000288135	9606.ENSP00000375892	0	0	0	0	0.079	0.074	0	0.368	0.413
KIT	NCOA1	9606.ENSP00000288135	9606.ENSP00000385216	0	0	0	0	0.047	0	0	0.413	0.416
KIT	AKT3	9606.ENSP00000288135	9606.ENSP00000500582	0	0	0	0	0.086	0.074	0	0.370	0.420
KIT	BRAF	9606.ENSP00000288135	9606.ENSP00000419060	0	0	0	0.567	0.067	0.074	0	0.389	0.426
KIT	CDKN1A	9606.ENSP00000288135	9606.ENSP00000384849	0	0	0	0	0.067	0	0	0.419	0.434
KIT	JUN	9606.ENSP00000288135	9606.ENSP00000360266	0	0	0	0	0	0.053	0	0.446	0.452
KIT	BRCA2	9606.ENSP00000288135	9606.ENSP00000369497	0	0	0	0	0	0	0	0.484	0.484
KIT	BRCA1	9606.ENSP00000288135	9606.ENSP00000418960	0	0	0	0	0	0	0	0.511	0.511
KIT	BAK1	9606.ENSP00000288135	9606.ENSP00000363591	0	0	0	0	0	0	0	0.525	0.525
KIT	PGR	9606.ENSP00000288135	9606.ENSP00000325120	0	0	0	0	0.061	0.045	0	0.529	0.541
KIT	IGF1R	9606.ENSP00000288135	9606.ENSP00000497069	0	0	0	0.593	0.042	0.074	0	0.547	0.563
KIT	SOS1	9606.ENSP00000288135	9606.ENSP00000384675	0	0	0	0	0.055	0.071	0.400	0.275	0.567
KIT	MTOR	9606.ENSP00000288135	9606.ENSP00000354558	0	0	0	0	0	0	0	0.574	0.574
KIT	ESR1	9606.ENSP00000288135	9606.ENSP00000405330	0	0	0	0	0	0.045	0	0.590	0.592
KIT	NOTCH1	9606.ENSP00000288135	9606.ENSP00000498587	0	0	0	0	0.096	0	0	0.626	0.647
KIT	MYC	9606.ENSP00000288135	9606.ENSP00000478887	0	0	0	0	0.062	0	0	0.667	0.674
KIT	CTNNB1	9606.ENSP00000288135	9606.ENSP00000495360	0	0	0	0	0.100	0	0	0.667	0.687
KIT	PTEN	9606.ENSP00000288135	9606.ENSP00000361021	0	0	0	0	0.042	0.063	0	0.713	0.719
KIT	FGF21	9606.ENSP00000288135	9606.ENSP00000471477	0	0	0	0	0	0.168	0.650	0.204	0.748
KIT	FGF19	9606.ENSP00000288135	9606.ENSP00000294312	0	0	0	0	0	0.168	0.650	0.269	0.768
KIT	FGF1	9606.ENSP00000288135	9606.ENSP00000480791	0	0	0	0	0.060	0.168	0.650	0.391	0.811
KIT	AKT1	9606.ENSP00000288135	9606.ENSP00000451828	0	0	0	0	0.079	0.074	0	0.804	0.818
KIT	FGF8	9606.ENSP00000288135	9606.ENSP00000321797	0	0	0	0	0	0.168	0.650	0.521	0.848
KIT	FGF16	9606.ENSP00000288135	9606.ENSP00000399324	0	0	0	0	0.051	0.168	0.650	0.521	0.850
KIT	FGF5	9606.ENSP00000288135	9606.ENSP00000311697	0	0	0	0	0	0.168	0.650	0.528	0.850
KIT	FGF17	9606.ENSP00000288135	9606.ENSP00000352414	0	0	0	0	0.067	0.168	0.650	0.521	0.852
KIT	FGF3	9606.ENSP00000288135	9606.ENSP00000334122	0	0	0	0	0	0.168	0.650	0.538	0.853
KIT	FGF9	9606.ENSP00000288135	9606.ENSP00000371790	0	0	0	0	0.069	0.168	0.650	0.528	0.855
KIT	IGF1	9606.ENSP00000288135	9606.ENSP00000376637	0	0	0	0	0.068	0	0.650	0.606	0.860
KIT	SHC4	9606.ENSP00000288135	9606.ENSP00000329668	0	0	0	0	0.063	0.208	0.900	0.071	0.921
KIT	SHC3	9606.ENSP00000288135	9606.ENSP00000364995	0	0	0	0	0.076	0.208	0.900	0.104	0.925
KIT	PIK3CD	9606.ENSP00000288135	9606.ENSP00000366563	0	0	0	0	0.106	0.087	0.900	0.353	0.940
KIT	PIK3CB	9606.ENSP00000288135	9606.ENSP00000501150	0	0	0	0	0.108	0.087	0.900	0.580	0.961
KIT	HRAS	9606.ENSP00000288135	9606.ENSP00000407586	0	0	0	0	0.055	0.071	0.900	0.621	0.962
KIT	SHC1	9606.ENSP00000288135	9606.ENSP00000401303	0	0	0	0	0.076	0.208	0.900	0.603	0.967
KIT	NRAS	9606.ENSP00000288135	9606.ENSP00000358548	0	0	0	0	0.055	0.071	0.900	0.812	0.981
KIT	PIK3R1	9606.ENSP00000288135	9606.ENSP00000428056	0	0	0	0	0.056	0.870	0.900	0.668	0.995
KIT	GRB2	9606.ENSP00000288135	9606.ENSP00000376345	0	0	0	0	0.074	0.849	0.900	0.887	0.998
KRAS	FGF4	9606.ENSP00000256078	9606.ENSP00000168712	0	0	0	0	0.086	0.045	0.500	0.408	0.707
KRAS	FGF20	9606.ENSP00000256078	9606.ENSP00000180166	0	0	0	0	0.055	0.045	0.500	0.391	0.688
KRAS	FGF22	9606.ENSP00000256078	9606.ENSP00000215530	0	0	0	0	0.055	0.045	0.500	0.384	0.685
KRAS	MAPK1	9606.ENSP00000256078	9606.ENSP00000215832	0	0	0	0	0.088	0.495	0.900	0.771	0.988
KRAS	SOS2	9606.ENSP00000256078	9606.ENSP00000216373	0	0	0	0	0.088	0.297	0.900	0.793	0.985
KRAS	PIK3R2	9606.ENSP00000256078	9606.ENSP00000222254	0	0	0	0	0.047	0.147	0.900	0.417	0.946
KRAS	RPS6KB1	9606.ENSP00000256078	9606.ENSP00000225577	0	0	0	0	0.123	0.135	0	0.562	0.639
KRAS	CCND1	9606.ENSP00000256078	9606.ENSP00000227507	0	0	0	0	0.058	0.101	0	0.821	0.835
KRAS	FGF6	9606.ENSP00000256078	9606.ENSP00000228837	0	0	0	0	0.059	0.045	0.500	0.388	0.688
KRAS	FGF23	9606.ENSP00000256078	9606.ENSP00000237837	0	0	0	0	0.067	0.045	0.500	0.162	0.576
KRAS	JAG1	9606.ENSP00000256078	9606.ENSP00000254958	0	0	0	0	0.042	0.157	0	0.351	0.430
KRAS	WNT3A	9606.ENSP00000256078	9606.ENSP00000284523	0	0	0	0	0	0.095	0	0.374	0.409
KRAS	WNT5A	9606.ENSP00000256078	9606.ENSP00000264634	0	0	0	0	0	0.095	0	0.383	0.417
KRAS	E2F3	9606.ENSP00000256078	9606.ENSP00000262904	0	0	0	0	0.110	0	0	0.383	0.427
KRAS	TCF7L2	9606.ENSP00000256078	9606.ENSP00000486891	0	0	0	0	0.059	0	0	0.417	0.428
KRAS	RB1	9606.ENSP00000256078	9606.ENSP00000267163	0	0	0	0	0.056	0.066	0	0.408	0.433
KRAS	AXIN2	9606.ENSP00000256078	9606.ENSP00000302625	0	0	0	0	0	0	0	0.437	0.437
KRAS	FLT4	9606.ENSP00000256078	9606.ENSP00000261937	0	0	0	0	0	0.092	0	0.411	0.442
KRAS	NOTCH3	9606.ENSP00000256078	9606.ENSP00000263388	0	0	0	0	0.059	0.078	0	0.419	0.451
KRAS	RPS6KB2	9606.ENSP00000256078	9606.ENSP00000308413	0	0	0	0	0.068	0.135	0	0.401	0.475
KRAS	AXIN1	9606.ENSP00000256078	9606.ENSP00000262320	0	0	0	0	0.049	0	0	0.478	0.482
KRAS	FOS	9606.ENSP00000256078	9606.ENSP00000306245	0	0	0	0	0.056	0.097	0	0.515	0.550
KRAS	SHC3	9606.ENSP00000256078	9606.ENSP00000364995	0	0	0	0	0.056	0	0.500	0.144	0.560
KRAS	NOTCH2	9606.ENSP00000256078	9606.ENSP00000256646	0	0	0	0	0	0.195	0	0.478	0.562
KRAS	AKT3	9606.ENSP00000256078	9606.ENSP00000500582	0	0	0	0	0.079	0.110	0	0.513	0.566
KRAS	CDKN1A	9606.ENSP00000256078	9606.ENSP00000384849	0	0	0	0	0.055	0.053	0	0.568	0.579
KRAS	SHC2	9606.ENSP00000256078	9606.ENSP00000264554	0	0	0	0	0.051	0	0.500	0.199	0.587
KRAS	E2F1	9606.ENSP00000256078	9606.ENSP00000345571	0	0	0	0	0	0	0	0.591	0.591
KRAS	GSK3B	9606.ENSP00000256078	9606.ENSP00000324806	0	0	0	0	0.113	0.110	0	0.529	0.596
KRAS	APC	9606.ENSP00000256078	9606.ENSP00000257430	0	0	0	0	0.060	0.088	0	0.583	0.611
KRAS	JUN	9606.ENSP00000256078	9606.ENSP00000360266	0	0	0	0	0.067	0.097	0	0.589	0.624
KRAS	FGF1	9606.ENSP00000256078	9606.ENSP00000480791	0	0	0	0	0.055	0.045	0.500	0.270	0.626
KRAS	CDK6	9606.ENSP00000256078	9606.ENSP00000265734	0	0	0	0	0.067	0.095	0	0.603	0.636
KRAS	AKT2	9606.ENSP00000256078	9606.ENSP00000375892	0	0	0	0	0.081	0.148	0	0.584	0.646
KRAS	FGF19	9606.ENSP00000256078	9606.ENSP00000294312	0	0	0	0	0.046	0.045	0.500	0.315	0.646
KRAS	FGF8	9606.ENSP00000256078	9606.ENSP00000321797	0	0	0	0	0.046	0.045	0.500	0.384	0.682
KRAS	FGF5	9606.ENSP00000256078	9606.ENSP00000311697	0	0	0	0	0.046	0.045	0.500	0.385	0.682
KRAS	FGF16	9606.ENSP00000256078	9606.ENSP00000399324	0	0	0	0	0.055	0.045	0.500	0.391	0.688
KRAS	FGF17	9606.ENSP00000256078	9606.ENSP00000352414	0	0	0	0	0.074	0.045	0.500	0.385	0.692
KRAS	FGF7	9606.ENSP00000256078	9606.ENSP00000267843	0	0	0	0	0.055	0.045	0.500	0.403	0.695
KRAS	PGR	9606.ENSP00000256078	9606.ENSP00000325120	0	0	0	0	0	0.073	0	0.687	0.697
KRAS	IGF1	9606.ENSP00000256078	9606.ENSP00000376637	0	0	0	0	0	0	0	0.698	0.698
KRAS	FGF9	9606.ENSP00000256078	9606.ENSP00000371790	0	0	0	0	0.055	0.045	0.500	0.413	0.700
KRAS	FGF3	9606.ENSP00000256078	9606.ENSP00000334122	0	0	0	0	0.046	0.045	0.500	0.425	0.703
KRAS	FGF10	9606.ENSP00000256078	9606.ENSP00000264664	0	0	0	0	0.055	0.045	0.500	0.428	0.707
KRAS	FGF18	9606.ENSP00000256078	9606.ENSP00000274625	0	0	0	0	0.046	0.045	0.500	0.445	0.713
KRAS	BRCA1	9606.ENSP00000256078	9606.ENSP00000418960	0	0	0	0	0	0	0	0.721	0.721
KRAS	BRCA2	9606.ENSP00000256078	9606.ENSP00000369497	0	0	0	0	0.044	0	0	0.720	0.721
KRAS	CDK4	9606.ENSP00000256078	9606.ENSP00000257904	0	0	0	0	0.067	0.195	0	0.684	0.743
KRAS	SHC1	9606.ENSP00000256078	9606.ENSP00000401303	0	0	0	0	0.061	0.225	0.500	0.414	0.758
KRAS	ESR1	9606.ENSP00000256078	9606.ENSP00000405330	0	0	0	0	0	0.073	0	0.756	0.764
KRAS	FGF2	9606.ENSP00000256078	9606.ENSP00000264498	0	0	0	0	0.055	0.045	0.500	0.648	0.820
KRAS	MTOR	9606.ENSP00000256078	9606.ENSP00000354558	0	0	0	0	0.049	0.517	0	0.651	0.826
KRAS	NOTCH1	9606.ENSP00000256078	9606.ENSP00000498587	0	0	0	0	0.044	0.553	0	0.683	0.853
KRAS	EGF	9606.ENSP00000256078	9606.ENSP00000265171	0	0	0	0	0	0	0.500	0.720	0.854
KRAS	MYC	9606.ENSP00000256078	9606.ENSP00000478887	0	0	0	0	0.059	0.075	0	0.865	0.872
KRAS	CTNNB1	9606.ENSP00000256078	9606.ENSP00000495360	0	0	0	0	0.077	0.197	0	0.857	0.885
